reported_date,province_state,population,lat,lng,confirmed,active,deaths,recovered,hospitalization_rate,incident_rate,mortality_rate,people_hospitalized,people_tested,testing_rate
2020-04-28,Indiana,6732219,39.8494,-86.2583,16588,15687,901,,,253.48,5.43,,87181,1332.23
2020-05-04,Indiana,6732219,39.8494,-86.2583,20507,19356,1151,0,,313.37,5.61,,113297,1731.31
2020-05-03,Indiana,6732219,39.8494,-86.2583,19933,18801,1132,0,,304.6,5.68,,108859,1663.49
2020-05-02,Indiana,6732219,39.8494,-86.2583,19295,18180,1115,0,,294.85,5.78,,104141,1591.4
2020-05-01,Indiana,6732219,39.8494,-86.2583,18630,17455,1175,0,,284.69,6.31,,99639,1522.6
2020-05-08,Indiana,6732219,39.8494,-86.2583,23146,21699,1447,,18.96,353.7,6.25,4389,130128,1988.51
2020-05-07,Indiana,6732219,39.8494,-86.2583,22503,21089,1414,,,343.87,6.28,,124782,1906.82
2020-05-06,Indiana,6732219,39.8494,-86.2583,21870,20493,1377,,,334.2,6.3,,120496,1841.32
2020-05-05,Indiana,6732219,39.8494,-86.2583,21033,19822,1211,,,321.41,5.76,,115834,1770.08
2020-05-12,Indiana,6732219,39.8494,-86.2583,25127,23549,1578,,,383.97,6.28,,150510,2299.97
2020-05-11,Indiana,6732219,39.8494,-86.2583,24627,23087,1540,,17.82,376.33,6.25,4389,146688,2241.57
2020-05-10,Indiana,6732219,39.8494,-86.2583,24126,22618,1508,,18.19,368.67,6.25,4389,140029,2139.81
2020-05-09,Indiana,6732219,39.8494,-86.2583,23732,22242,1490,,18.49,362.65,6.28,4389,135686,2073.44
2020-05-16,Indiana,6732219,39.8494,-86.2583,27280,25539,1741,,16.09,405.22,6.38,4389,171358,2545.34
2020-05-15,Indiana,6732219,39.8494,-86.2583,26656,24965,1691,,16.47,395.95,6.34,4389,165448,2457.56
2020-05-14,Indiana,6732219,39.8494,-86.2583,26053,24407,1646,,16.85,386.99,6.32,4389,160239,2380.18
2020-05-13,Indiana,6732219,39.8494,-86.2583,25473,23854,1619,,17.23,389.26,6.36,4389,154083,2354.57
2020-05-20,Indiana,6732219,39.8494,-86.2583,29274,27410,1864,,14.99,434.83,6.37,4389,195738,2907.48
2020-05-19,Indiana,6732219,39.8494,-86.2583,28705,26881,1824,,15.29,426.38,6.35,4389,189330,2812.3
2020-05-18,Indiana,6732219,39.8494,-86.2583,28255,26490,1765,,15.53,419.7,6.25,4389,183912,2731.82
2020-05-17,Indiana,6732219,39.8494,-86.2583,27778,26027,1751,,15.8,412.61,6.3,4389,177243,2632.76
2020-05-24,Indiana,6732219,39.8494,-86.2583,31376,29400,1976,,16.84,466.06,6.3,5285,220801,3279.77
2020-05-23,Indiana,6732219,39.8494,-86.2583,30901,28937,1964,,17.1,459,6.36,5285,214933,3192.6
2020-05-22,Indiana,6732219,39.8494,-86.2583,30409,28468,1941,,17.38,451.69,6.38,5285,208561,3097.95
2020-05-21,Indiana,6732219,39.8494,-86.2583,29936,28023,1913,,14.66,444.67,6.39,4389,202995,3015.28
2020-05-28,Indiana,6732219,39.8494,-86.2583,33068,31000,2068,,15.98,491.19,6.25,5285,242287,3598.92
2020-05-27,Indiana,6732219,39.8494,-86.2583,32437,30407,2030,,16.29,481.82,6.26,5285,235333,3495.62
2020-05-26,Indiana,6732219,39.8494,-86.2583,32078,30074,2004,,16.48,476.48,6.25,5285,230749,3427.53
2020-05-25,Indiana,6732219,39.8494,-86.2583,31715,29731,1984,,16.66,471.09,6.26,5285,226251,3360.72
2020-06-01,Indiana,6732219,39.8494,-86.2583,34830,10463,2143,22224,16.82,517.36,6.15,5860,265896,3949.6
2020-05-31,Indiana,6732219,39.8494,-86.2583,34574,10736,2134,21704,15.29,513.56,6.17,5285,261546,3884.99
2020-05-30,Indiana,6732219,39.8494,-86.2583,34211,32086,2125,,15.45,508.17,6.21,5285,256395,3808.48
2020-05-29,Indiana,6732219,39.8494,-86.2583,33558,31448,2110,,15.75,498.47,6.29,5285,248713,3694.37
2020-06-05,Indiana,6732219,39.8494,-86.2583,36578,10003,2258,24317,16.55,543.33,6.17,6053,291638,4331.97
2020-06-04,Indiana,6732219,39.8494,-86.2583,36096,10158,2231,23707,16.62,536.17,6.18,5999,285234,4236.85
2020-06-03,Indiana,6732219,39.8494,-86.2583,35712,10323,2207,23182,16.67,530.46,6.18,5952,277815,4126.65
2020-06-02,Indiana,6732219,39.8494,-86.2583,35237,10417,2197,22623,16.75,523.41,6.23,5902,271919,4039.07
2020-06-09,Indiana,6732219,39.8494,-86.2583,38033,9489,2339,26205,16.37,564.94,6.15,6225,315390,4684.79
2020-06-08,Indiana,6732219,39.8494,-86.2583,37623,9699,2316,25608,16.42,558.85,6.16,6179,309503,4597.34
2020-06-07,Indiana,6732219,39.8494,-86.2583,37397,9956,2303,25138,16.41,555.49,6.16,6136,304263,4519.51
2020-06-06,Indiana,6732219,39.8494,-86.2583,36997,9976,2292,24729,16.46,549.55,6.2,6091,297530,4419.49
2020-06-13,Indiana,6732219,39.8494,-86.2583,39543,8889,2413,28241,16.06,587.37,6.1,6349,340637,5059.8
2020-06-12,Indiana,6732219,39.8494,-86.2583,39146,8939,2396,27811,16.22,581.47,6.12,6349,335180,4978.74
2020-06-11,Indiana,6732219,39.8494,-86.2583,38748,9047,2380,27321,16.3,575.56,6.14,6314,327342,4862.32
2020-06-10,Indiana,6732219,39.8494,-86.2583,38337,9191,2355,26791,16.33,569.46,6.14,6261,320094,4754.66
2020-06-16,Indiana,6732219,39.8494,-86.2583,40786,9246,2447,29093,15.89,605.83,6,6481,363745,5403.05
2020-06-15,Indiana,6732219,39.8494,-86.2583,40430,9253,2433,28744,15.96,600.54,6.02,6451,355829,5285.46
2020-06-14,Indiana,6732219,39.8494,-86.2583,39909,8965,2422,28522,16.08,592.81,6.07,6419,348391,5174.98
2020-06-20,Indiana,6732219,39.8494,-86.2583,42061,8415,2536,31110,16.06,624.77,6.03,6755,401802,5968.34
2020-06-19,Indiana,6732219,39.8494,-86.2583,41746,8470,2516,30760,16.12,620.09,6.03,6731,392887,5835.92
2020-06-18,Indiana,6732219,39.8494,-86.2583,41438,8772,2491,30175,15.9,615.52,6.01,6589,384722,5714.64
2020-06-17,Indiana,6732219,39.8494,-86.2583,41013,8867,2475,29671,15.91,609.2,6.03,6526,371182,5513.52
2020-06-24,Indiana,6732219,39.8494,-86.2583,43140,8410,2578,32152,15.96,640.8,5.98,6883,431883,6415.17
2020-06-23,Indiana,6732219,39.8494,-86.2583,42871,8150,2569,32152,15.99,636.8,5.99,6853,426376,6333.36
2020-06-22,Indiana,6732219,39.8494,-86.2583,42633,8341,2553,31739,15.99,633.27,5.99,6819,418916,6222.55
2020-06-21,Indiana,6732219,39.8494,-86.2583,42423,8581,2540,31302,16,630.15,5.99,6788,411920,6118.64
2020-06-28,Indiana,6732219,39.8494,-86.2583,44930,8376,2619,33935,15.59,667.39,5.83,7003,470535,6989.3
2020-06-27,Indiana,6732219,39.8494,-86.2583,44575,8234,2616,33725,15.66,662.11,5.87,6982,463017,6877.63
2020-06-26,Indiana,6732219,39.8494,-86.2583,44140,8149,2595,33396,15.73,655.65,5.88,6944,453890,6742.06
2020-06-25,Indiana,6732219,39.8494,-86.2583,43655,8033,2586,33036,15.83,648.45,5.92,6912,444252,6598.89
2020-07-02,Indiana,6732219,39.8494,-86.2583,46387,8320,2662,35405,15.39,689.03,5.74,7139,496835,7379.96
2020-07-01,Indiana,6732219,39.8494,-86.2583,45952,8277,2650,35025,15.44,682.57,5.77,7095,489716,7274.21
2020-06-30,Indiana,6732219,39.8494,-86.2583,45594,8308,2640,34646,15.5,677.25,5.79,7065,484196,7192.22
2020-06-29,Indiana,6732219,39.8494,-86.2583,45228,8256,2624,34348,15.53,671.81,5.8,7024,476519,7078.19
2020-07-06,Indiana,6732219,39.8494,-86.2583,48524,9038,2698,36788,15.01,720.77,5.56,7285,526592,7821.97
2020-07-05,Indiana,6732219,39.8494,-86.2583,48201,9033,2693,36475,15.05,715.97,5.59,7254,521722,7749.63
2020-07-04,Indiana,6732219,39.8494,-86.2583,47432,8669,2687,36076,15.21,704.55,5.66,7216,512288,7609.5
2020-07-03,Indiana,6732219,39.8494,-86.2583,46915,8478,2681,35756,15.29,696.87,5.71,7175,504153,7488.66
2020-07-10,Indiana,6732219,39.8494,-86.2583,50300,9432,2748,38120,14.83,747.15,5.46,7458,550562,8178.02
2020-07-09,Indiana,6732219,39.8494,-86.2583,49575,9041,2739,37795,14.9,736.38,5.52,7386,542292,8055.17
2020-07-08,Indiana,6732219,39.8494,-86.2583,49063,8869,2732,37462,15.01,728.78,5.57,7365,535857,7959.59
2020-07-07,Indiana,6732219,39.8494,-86.2583,48626,8910,2717,36999,15.08,722.29,5.59,7333,530075,7873.7
2020-07-14,Indiana,6732219,39.8494,-86.2583,52685,10755,2775,39155,14.49,782.58,5.27,7633,578409,8591.65
2020-07-13,Indiana,6732219,39.8494,-86.2583,52037,10361,2762,38914,14.56,772.95,5.31,7574,570409,8472.82
2020-07-12,Indiana,6732219,39.8494,-86.2583,51612,10229,2760,38623,14.58,766.64,5.35,7527,564647,8387.23
2020-07-11,Indiana,6732219,39.8494,-86.2583,51079,9882,2756,38441,14.6,758.72,5.4,7458,558146,8290.67
2020-07-18,Indiana,6732219,39.8494,-86.2583,55654,12112,2820,40722,14.12,826.68,5.07,7861,614455,9127.08
2020-07-17,Indiana,6732219,39.8494,-86.2583,54813,11589,2803,40421,14.26,814.19,5.11,7814,604635,8981.21
2020-07-16,Indiana,6732219,39.8494,-86.2583,54080,11281,2795,40004,14.33,803.3,5.17,7747,595558,8846.38
2020-07-15,Indiana,6732219,39.8494,-86.2583,53370,11014,2785,39571,14.4,792.75,5.22,7686,586589,8713.16
2020-07-22,Indiana,6732219,39.8494,-86.2583,58673,14488,2863,41322,13.67,871.53,4.88,8020,654413,9720.61
2020-07-21,Indiana,6732219,39.8494,-86.2583,57916,13748,2846,41322,13.71,860.28,4.91,7941,644805,9577.9
2020-07-20,Indiana,6732219,39.8494,-86.2583,57206,13059,2825,41322,13.88,849.73,4.94,7941,635660,9442.06
2020-07-19,Indiana,6732219,39.8494,-86.2583,56571,12784,2822,40965,13.96,840.3,4.99,7895,626880,9311.64
2020-07-25,Indiana,6732219,39.8494,-86.2583,61520,15090,2895,43535,13.3,913.81,4.71,8180,690274,10253.29
2020-07-24,Indiana,6732219,39.8494,-86.2583,60598,14648,2884,43066,13.41,900.12,4.76,8128,678749,10082.1
2020-07-23,Indiana,6732219,39.8494,-86.2583,59602,14119,2880,42603,13.53,885.32,4.83,8066,666283,9896.93
2020-07-29,Indiana,6732219,39.8494,-86.2583,64299,16309,2932,45058,13.35,955.09,4.56,8587,724238,10757.79
2020-07-28,Indiana,6732219,39.8494,-86.2583,63678,16206,2924,44548,13.36,945.87,4.59,8505,716809,10647.44
2020-07-27,Indiana,6732219,39.8494,-86.2583,62907,15877,2906,44124,13.42,934.42,4.62,8444,707791,10513.49
2020-07-26,Indiana,6732219,39.8494,-86.2583,62372,15660,2903,43809,13.47,926.47,4.65,8401,701311,10417.23
2020-08-02,Indiana,6732219,39.8494,-86.2583,67857,17527,2975,47355,13.04,1007.94,4.38,8848,769043,11423.32
2020-08-01,Indiana,6732219,39.8494,-86.2583,67122,17196,2971,46955,13.08,997.03,4.43,8781,758606,11268.29
2020-07-31,Indiana,6732219,39.8494,-86.2583,66154,16723,2965,46466,13.19,982.65,4.48,8727,747383,11101.58
2020-07-30,Indiana,6732219,39.8494,-86.2583,65253,16556,2946,45751,13.28,969.26,4.51,8667,735848,10930.24
2020-08-06,Indiana,6732219,39.8494,-86.2583,71015,14701,3013,53301,13.05,1054.85,4.24,9267,804345,11947.7
2020-08-05,Indiana,6732219,39.8494,-86.2583,69975,15259,3007,51709,13.07,1039.4,4.3,9148,792225,11767.67
2020-08-04,Indiana,6732219,39.8494,-86.2583,69255,22724,2996,43535,13.21,1028.71,4.33,9148,785018,11660.61
2020-08-03,Indiana,6732219,39.8494,-86.2583,68433,18098,2980,47355,13.16,1016.5,4.35,9004,775482,11518.97
2020-08-10,Indiana,6732219,39.8494,-86.2583,74992,17880,3044,54068,12.47,1113.93,4.06,9354,852111,12657.21
2020-08-09,Indiana,6732219,39.8494,-86.2583,74328,17219,3041,54068,12.58,1104.06,4.09,9354,841125,12494.02
2020-08-08,Indiana,6732219,39.8494,-86.2583,73287,16183,3036,54068,12.76,1088.6,4.14,9354,828466,12305.99
2020-08-07,Indiana,6732219,39.8494,-86.2583,72254,15163,3023,54068,12.95,1073.26,4.18,9354,817104,12137.22
2020-08-14,Indiana,6732219,39.8494,-86.2583,78632,16446,3113,59073,12.46,1168,3.96,9801,886489,13167.86
2020-08-13,Indiana,6732219,39.8494,-86.2583,77565,17251,3105,57209,12.48,1152.15,4,9678,877970,13041.32
2020-08-12,Indiana,6732219,39.8494,-86.2583,76522,16227,3086,57209,12.65,1136.65,4.03,9678,866994,12878.28
2020-08-11,Indiana,6732219,39.8494,-86.2583,75862,16444,3069,56349,12.65,1126.85,4.05,9599,861655,12798.97
2020-08-18,Indiana,6732219,39.8494,-86.2583,81847,17164,3165,61518,12.26,1215.75,3.87,10037,928614,13793.58
2020-08-17,Indiana,6732219,39.8494,-86.2583,81006,17194,3135,60677,12.31,1203.26,3.87,9973,914633,13585.91
2020-08-16,Indiana,6732219,39.8494,-86.2583,80415,17481,3133,59801,12.35,1194.48,3.9,9935,906851,13470.31
2020-08-15,Indiana,6732219,39.8494,-86.2583,79676,17060,3128,59488,12.39,1183.5,3.93,9872,897615,13333.12
2020-08-22,Indiana,6732219,39.8494,-86.2583,85317,17968,3218,64131,11.98,1267.29,3.77,10219,969646,14403.07
2020-08-21,Indiana,6732219,39.8494,-86.2583,84317,16978,3208,64131,12.02,1252.44,3.8,10132,958432,14236.49
2020-08-20,Indiana,6732219,39.8494,-86.2583,83277,16824,3191,63262,12.18,1236.99,3.83,10145,945471,14043.97
2020-08-19,Indiana,6732219,39.8494,-86.2583,82336,16673,3180,62483,12.25,1223.01,3.86,10090,934033,13874.07
2020-08-26,Indiana,6732219,39.8494,-86.2583,89359,18427,3259,67673,11.87,1327.33,3.65,10605,1022537,15188.71
2020-08-25,Indiana,6732219,39.8494,-86.2583,88421,18477,3241,66703,11.78,1313.4,3.67,10417,1010981,15017.05
2020-08-24,Indiana,6732219,39.8494,-86.2583,87592,20236,3225,64131,11.81,1301.09,3.68,10343,1002038,14884.22
2020-08-23,Indiana,6732219,39.8494,-86.2583,85932,18581,3220,64131,11.96,1276.43,3.75,10281,977802,14524.22
2020-08-30,Indiana,6732219,39.8494,-86.2583,93313,19488,3291,70534,,1386.07,3.53,,1065356,15824.74
2020-08-29,Indiana,6732219,39.8494,-86.2583,92434,18966,3285,70183,,1373.01,3.55,,1055793,15682.69
2020-08-28,Indiana,6732219,39.8494,-86.2583,91313,18313,3277,69723,,1356.36,3.59,,1044049,15508.24
2020-08-27,Indiana,6732219,39.8494,-86.2583,90504,18563,3266,68675,11.87,1344.34,3.61,10747,1034746,15370.06
2020-08-31,Indiana,6732219,39.8494,-86.2583,94196,19309,3296,71591,,1399.18,3.5,,1076947,15996.91
2020-04-15,Iowa,3155070,42.0115,-93.2105,1995,1942,53,908,8.57,76.12,2.66,171,19869,758.15
2020-04-14,Iowa,3155070,42.0115,-93.2105,1899,1850,49,741,8.58,72.46,2.58,163,18885,720.61
2020-04-13,Iowa,3155070,42.0115,-93.2105,1710,1669,41,741,8.3,65.25,2.4,142,18696,713.39
2020-04-12,Iowa,3155070,42.0115,-93.2105,1587,1546,41,674,8.13,60.56,2.58,129,17592,671.27
2020-04-18,Iowa,3155070,42.0115,-93.2105,2513,2439,74,1095,7.68,95.89,2.94,193,22947,875.6
2020-04-17,Iowa,3155070,42.0115,-93.2105,2332,2268,64,1007,7.85,88.98,2.74,183,21792,831.53
2020-04-16,Iowa,3155070,42.0115,-93.2105,2141,2081,60,987,8.17,81.7,2.8,175,20675,788.91
2020-04-22,Iowa,3155070,42.0115,-93.2105,3748,3658,90,1428,7.26,143.01,2.4,272,28244,1077.72
2020-04-21,Iowa,3155070,42.0115,-93.2105,3641,3558,83,1293,5.88,138.93,2.28,214,27615,1053.72
2020-04-20,Iowa,3155070,42.0115,-93.2105,3159,3080,79,1235,6.77,120.54,2.5,214,25820,985.23
2020-04-19,Iowa,3155070,42.0115,-93.2105,2902,2827,75,1171,6.82,110.73,2.58,198,24550,936.77
2020-04-27,Iowa,3155070,42.0115,-93.2105,5868,5741,127,2021,5.11,223.91,2.16,300,38150,1455.71
2020-04-26,Iowa,3155070,42.0115,-93.2105,5476,5358,118,1900,5.22,208.95,2.15,286,36090,1377.11
2020-04-25,Iowa,3155070,42.0115,-93.2105,5092,4980,112,1723,5.75,194.3,2.2,293,34350,1310.71
2020-04-24,Iowa,3155070,42.0115,-93.2105,4445,4338,107,1604,6.25,169.61,2.41,278,31973,1220.01
2020-04-23,Iowa,3155070,42.0115,-93.2105,3924,3828,96,1492,7.19,149.73,2.45,282,29262,1116.57
2020-04-30,Iowa,3155070,42.0115,-93.2105,7145,4286,162,2697,,272.64,2.27,,42667,1628.07
2020-04-29,Iowa,3155070,42.0115,-93.2105,6843,6695,148,2428,,261.11,2.16,,41337,1577.32
2020-04-28,Iowa,3155070,42.0115,-93.2105,6376,6240,136,2164,,243.29,2.13,,39823,1519.55
2020-05-04,Iowa,3155070,42.0115,-93.2105,9703,6029,188,3486,,370.24,1.94,,57161,2181.12
2020-05-03,Iowa,3155070,42.0115,-93.2105,9175,5666,184,3325,,350.1,2.01,,53186,2029.45
2020-05-02,Iowa,3155070,42.0115,-93.2105,8643,5312,175,3156,,329.8,2.02,,46349,1768.56
2020-05-01,Iowa,3155070,42.0115,-93.2105,7884,4815,170,2899,,300.83,2.16,,45592,1739.68
2020-05-08,Iowa,3155070,42.0115,-93.2105,11457,6529,243,4685,,437.17,2.12,,70261,2680.99
2020-05-07,Iowa,3155070,42.0115,-93.2105,11059,6562,231,4266,,421.98,2.09,,66427,2534.69
2020-05-06,Iowa,3155070,42.0115,-93.2105,10404,6382,219,3803,,396.99,2.1,,63171,2410.45
2020-05-05,Iowa,3155070,42.0115,-93.2105,10111,6332,207,3572,,385.81,2.05,,60569,2311.16
2020-05-12,Iowa,3155070,42.0115,-93.2105,12912,7005,289,5618,,492.69,2.24,,81288,3101.75
2020-05-11,Iowa,3155070,42.0115,-93.2105,12373,6853,271,5249,,472.12,2.19,,77792,2968.35
2020-05-10,Iowa,3155070,42.0115,-93.2105,11959,6540,265,5154,,456.33,2.22,,74174,2830.3
2020-05-09,Iowa,3155070,42.0115,-93.2105,11671,6408,252,5011,,445.34,2.16,,71476,2727.35
2020-05-16,Iowa,3155070,42.0115,-93.2105,14328,7055,346,6927,,454.13,2.41,,96300,3052.23
2020-05-15,Iowa,3155070,42.0115,-93.2105,14049,7152,336,6561,,445.28,2.39,,93566,2965.58
2020-05-14,Iowa,3155070,42.0115,-93.2105,13675,7126,318,6231,,433.43,2.33,,89294,2830.17
2020-05-13,Iowa,3155070,42.0115,-93.2105,13289,7029,306,5954,,507.08,2.3,,85719,3270.83
2020-05-20,Iowa,3155070,42.0115,-93.2105,15620,6865,393,8362,,495.08,2.52,,110748,3510.16
2020-05-19,Iowa,3155070,42.0115,-93.2105,15296,6799,367,8130,,484.81,2.4,,107648,3411.91
2020-05-18,Iowa,3155070,42.0115,-93.2105,14955,7276,355,7324,,474,2.37,,103148,3269.28
2020-05-17,Iowa,3155070,42.0115,-93.2105,14651,7146,351,7154,,464.36,2.4,,100241,3177.14
2020-05-24,Iowa,3155070,42.0115,-93.2105,17251,7477,456,9318,,546.77,2.64,,127756,4049.23
2020-05-23,Iowa,3155070,42.0115,-93.2105,16898,7198,446,9254,,535.58,2.64,,123941,3928.31
2020-05-22,Iowa,3155070,42.0115,-93.2105,16492,6989,424,9079,,522.71,2.57,,120250,3811.33
2020-05-21,Iowa,3155070,42.0115,-93.2105,16170,7088,410,8672,,512.51,2.54,,116565,3694.53
2020-05-28,Iowa,3155070,42.0115,-93.2105,18586,7721,506,10359,,589.08,2.72,,142933,4530.26
2020-05-27,Iowa,3155070,42.0115,-93.2105,18369,7857,496,10016,,582.21,2.7,,139526,4422.28
2020-05-26,Iowa,3155070,42.0115,-93.2105,17703,7435,477,9791,,561.1,2.69,,135004,4278.95
2020-05-25,Iowa,3155070,42.0115,-93.2105,17557,7724,456,9377,,556.47,2.6,,132715,4206.4
2020-06-01,Iowa,3155070,42.0115,-93.2105,19699,7704,555,11440,,624.36,2.82,,159081,5042.08
2020-05-31,Iowa,3155070,42.0115,-93.2105,19552,7870,535,11147,,619.7,2.74,,156296,4953.8
2020-05-30,Iowa,3155070,42.0115,-93.2105,19244,7694,531,11019,,609.94,2.76,,150423,4767.66
2020-05-29,Iowa,3155070,42.0115,-93.2105,18957,7680,524,10753,,600.84,2.76,,147320,4669.31
2020-06-05,Iowa,3155070,42.0115,-93.2105,21154,7976,593,12585,,670.48,2.8,,180663,5726.12
2020-06-04,Iowa,3155070,42.0115,-93.2105,20806,7890,583,12333,,659.45,2.8,,174935,5544.57
2020-06-03,Iowa,3155070,42.0115,-93.2105,20300,7662,574,12064,,643.41,2.83,,164445,5212.09
2020-06-02,Iowa,3155070,42.0115,-93.2105,20019,7716,561,11742,,634.5,2.8,,163690,5188.16
2020-06-09,Iowa,3155070,42.0115,-93.2105,22237,8200,626,13411,,704.8,2.82,,197723,6266.83
2020-06-08,Iowa,3155070,42.0115,-93.2105,22007,8362,617,13028,,697.51,2.8,,193622,6136.85
2020-06-07,Iowa,3155070,42.0115,-93.2105,21712,8302,605,12805,,688.16,2.79,,188192,5964.75
2020-06-06,Iowa,3155070,42.0115,-93.2105,21478,8164,599,12715,,680.75,2.79,,184714,5854.51
2020-06-13,Iowa,3155070,42.0115,-93.2105,23717,8741,650,14326,,751.71,2.74,,219608,6960.48
2020-06-12,Iowa,3155070,42.0115,-93.2105,23350,8479,644,14227,,740.08,2.76,,214544,6799.98
2020-06-11,Iowa,3155070,42.0115,-93.2105,22973,8377,640,13956,,728.13,2.79,,208539,6609.65
2020-06-10,Iowa,3155070,42.0115,-93.2105,22626,8367,631,13628,,717.13,2.79,,202829,6428.67
2020-06-16,Iowa,3155070,42.0115,-93.2105,24179,8489,665,15025,,766.35,2.75,,230638,7310.08
2020-06-15,Iowa,3155070,42.0115,-93.2105,24082,8799,658,14625,,763.28,2.73,,227388,7207.07
2020-06-14,Iowa,3155070,42.0115,-93.2105,23926,8891,652,14383,,758.33,2.73,,224634,7119.78
2020-06-20,Iowa,3155070,42.0115,-93.2105,25496,8852,681,15963,,808.1,2.67,,250207,7930.32
2020-06-19,Iowa,3155070,42.0115,-93.2105,25274,8777,681,15816,,801.06,2.69,,246649,7817.54
2020-06-18,Iowa,3155070,42.0115,-93.2105,24861,8577,680,15604,,787.97,2.74,,240931,7636.31
2020-06-17,Iowa,3155070,42.0115,-93.2105,24460,8496,675,15289,,775.26,2.76,,235131,7452.48
2020-06-24,Iowa,3155070,42.0115,-93.2105,26601,9053,690,16858,,838.94,2.6,,269959,8556.36
2020-06-23,Iowa,3155070,42.0115,-93.2105,26469,9201,689,16579,,838.94,2.6,,264703,8389.77
2020-06-22,Iowa,3155070,42.0115,-93.2105,26146,9220,686,16240,,828.7,2.62,,258632,8197.35
2020-06-21,Iowa,3155070,42.0115,-93.2105,25963,9209,686,16068,,822.9,2.64,,257152,8150.44
2020-06-28,Iowa,3155070,42.0115,-93.2105,28520,10194,706,17620,,903.94,2.48,,295915,9379.03
2020-06-27,Iowa,3155070,42.0115,-93.2105,28073,9902,704,17467,,889.77,2.51,,289752,9183.69
2020-06-26,Iowa,3155070,42.0115,-93.2105,27717,9700,704,17313,,878.49,2.54,,283643,8990.07
2020-06-25,Iowa,3155070,42.0115,-93.2105,27373,9660,696,17017,,867.59,2.54,,277054,8781.23
2020-07-02,Iowa,3155070,42.0115,-93.2105,30259,5547,719,23993,,959.06,2.38,,317538,10064.37
2020-07-01,Iowa,3155070,42.0115,-93.2105,29514,5190,717,23607,,935.45,2.43,,309790,9818.8
2020-06-30,Iowa,3155070,42.0115,-93.2105,29074,5146,716,23212,,921.5,2.46,,304188,9641.24
2020-06-29,Iowa,3155070,42.0115,-93.2105,28845,10283,711,17851,,914.24,2.46,,300845,9535.29
2020-07-06,Iowa,3155070,42.0115,-93.2105,31758,5914,723,25121,,1006.57,2.28,,335462,10632.47
2020-07-05,Iowa,3155070,42.0115,-93.2105,31517,6057,721,24739,,998.93,2.29,,332472,10537.71
2020-07-04,Iowa,3155070,42.0115,-93.2105,31061,5736,721,24604,,984.48,2.32,,329011,10428.01
2020-07-03,Iowa,3155070,42.0115,-93.2105,30463,5404,721,24338,,965.53,2.37,,321461,10188.71
2020-07-10,Iowa,3155070,42.0115,-93.2105,34172,7538,743,25891,,1083.08,2.17,,362248,11481.46
2020-07-09,Iowa,3155070,42.0115,-93.2105,33254,6173,741,26340,,1053.99,2.23,,354659,11240.92
2020-07-08,Iowa,3155070,42.0115,-93.2105,32624,5914,736,25974,,1034.02,2.26,,346351,10977.6
2020-07-07,Iowa,3155070,42.0115,-93.2105,32153,5827,732,25594,,1019.09,2.28,,339298,10754.06
2020-07-14,Iowa,3155070,42.0115,-93.2105,35866,8157,757,26952,,1136.77,2.11,,380408,12057.04
2020-07-13,Iowa,3155070,42.0115,-93.2105,35631,8212,755,26664,,1129.33,2.12,,376716,11940.02
2020-07-12,Iowa,3155070,42.0115,-93.2105,35410,8424,752,26234,,1122.32,2.12,,374413,11867.03
2020-07-11,Iowa,3155070,42.0115,-93.2105,34658,7806,748,26104,,1098.49,2.16,,368361,11675.21
2020-07-18,Iowa,3155070,42.0115,-93.2105,38313,9704,789,27820,,1214.33,2.06,,403729,12796.2
2020-07-17,Iowa,3155070,42.0115,-93.2105,37903,9509,785,27609,,1201.34,2.07,,402453,12755.76
2020-07-16,Iowa,3155070,42.0115,-93.2105,37350,9165,781,27404,,1183.81,2.09,,396451,12565.52
2020-07-15,Iowa,3155070,42.0115,-93.2105,36536,8582,777,27177,,1158.01,2.13,,387312,12275.86
2020-07-21,Iowa,3155070,42.0115,-93.2105,39721,10527,806,28388,,1258.96,2.03,,422433,13389.02
2020-07-20,Iowa,3155070,42.0115,-93.2105,39343,10521,798,28024,,1246.98,2.03,,418544,13265.76
2020-07-19,Iowa,3155070,42.0115,-93.2105,38813,10126,793,27894,,1230.18,2.04,,415491,13168.99
2020-07-25,Iowa,3155070,42.0115,-93.2105,41886,11583,826,29477,,1327.58,1.97,,446263,14144.31
2020-07-24,Iowa,3155070,42.0115,-93.2105,41434,11392,826,29216,,1313.25,1.99,,441873,14005.17
2020-07-23,Iowa,3155070,42.0115,-93.2105,40796,11052,820,28924,,1293.03,2.01,,436286,13828.09
2020-07-22,Iowa,3155070,42.0115,-93.2105,40208,10787,814,28607,,1274.39,2.02,,426436,13515.9
2020-07-29,Iowa,3155070,42.0115,-93.2105,43623,11523,854,31246,,1382.63,1.96,,462712,14665.67
2020-07-28,Iowa,3155070,42.0115,-93.2105,42928,11466,839,30623,,1360.6,1.95,,457435,14498.41
2020-07-27,Iowa,3155070,42.0115,-93.2105,42696,11987,836,29873,,1353.25,1.96,,454845,14416.32
2020-07-26,Iowa,3155070,42.0115,-93.2105,42357,11903,829,29625,,1342.51,1.96,,450599,14281.74
2020-08-02,Iowa,3155070,42.0115,-93.2105,45723,11893,878,32952,,1449.19,1.92,,484118,15344.13
2020-08-01,Iowa,3155070,42.0115,-93.2105,45293,11600,874,32819,,1435.56,1.93,,478970,15180.96
