reported_date,province_state,population,lat,lng,confirmed,active,deaths,recovered,hospitalization_rate,incident_rate,mortality_rate,people_hospitalized,people_tested,testing_rate
2020-07-12,Alaska,731545,61.3707,-152.4044,1479,847,17,615,,202.17,1.15,,145475,19885.99
2020-07-11,Alaska,731545,61.3707,-152.4044,1385,770,17,598,,189.33,1.23,,143376,19599.07
2020-07-18,Alaska,731545,61.3707,-152.4044,1796,1070,18,708,,245.51,1,,168363,23014.72
2020-07-17,Alaska,731545,61.3707,-152.4044,1734,1020,17,697,,237.03,0.98,,165414,22611.6
2020-07-16,Alaska,731545,61.3707,-152.4044,1693,988,17,688,,231.43,1,,163022,22284.62
2020-07-15,Alaska,731545,61.3707,-152.4044,1631,945,17,669,,222.95,1.04,,156093,21337.44
2020-07-22,Alaska,731545,61.3707,-152.4044,2131,1359,19,753,,291.3,0.89,,185333,25334.46
2020-07-21,Alaska,731545,61.3707,-152.4044,2042,1287,18,737,,279.14,0.88,,178626,24417.64
2020-07-20,Alaska,731545,61.3707,-152.4044,1950,1220,18,712,,266.56,0.92,,175586,24002.08
2020-07-19,Alaska,731545,61.3707,-152.4044,1875,1145,18,712,,256.31,0.96,,173010,23649.95
2020-07-26,Alaska,731545,61.3707,-152.4044,2525,1688,20,817,,345.16,0.79,,207264,28332.37
2020-07-25,Alaska,731545,61.3707,-152.4044,2339,1504,20,815,,319.73,0.86,,205066,28031.91
2020-07-24,Alaska,731545,61.3707,-152.4044,2249,1430,19,800,,307.43,0.84,,200572,27417.59
2020-07-23,Alaska,731545,61.3707,-152.4044,2193,1387,19,787,,299.78,0.87,,189509,25905.31
2020-07-30,Alaska,731545,61.3707,-152.4044,2879,1971,23,885,,393.55,0.8,,225057,30764.61
2020-07-29,Alaska,731545,61.3707,-152.4044,2798,1922,22,854,,382.48,0.79,,223664,30574.2
2020-07-28,Alaska,731545,61.3707,-152.4044,2730,1872,22,836,,373.18,0.81,,213875,29236.07
2020-07-27,Alaska,731545,61.3707,-152.4044,2623,1785,21,817,,358.56,0.8,,207368,28346.58
2020-08-02,Alaska,731545,61.3707,-152.4044,3280,2324,24,932,,448.37,0.73,,243090,33229.67
2020-08-01,Alaska,731545,61.3707,-152.4044,3136,2182,24,930,,428.68,0.77,,238633,32620.41
2020-07-31,Alaska,731545,61.3707,-152.4044,2990,2069,23,898,,408.72,0.77,,233106,31864.89
2020-08-06,Alaska,731545,61.3707,-152.4044,3483,2238,25,1220,,476.12,0.72,,261572,35756.11
2020-08-05,Alaska,731545,61.3707,-152.4044,3448,2406,25,1017,,471.33,0.73,,257279,35169.27
2020-08-04,Alaska,731545,61.3707,-152.4044,3394,2382,25,987,,463.95,0.74,,252649,34536.36
2020-08-03,Alaska,731545,61.3707,-152.4044,3341,2370,25,946,,456.7,0.75,,245807,33601.08
2020-08-10,Alaska,731545,61.3707,-152.4044,3774,2416,26,1332,,515.89,0.69,,280343,38322.04
2020-08-09,Alaska,731545,61.3707,-152.4044,3711,2416,26,1269,,507.28,0.7,,277919,37990.69
2020-08-08,Alaska,731545,61.3707,-152.4044,3613,2333,26,1254,,493.89,0.72,,273593,37399.34
2020-08-07,Alaska,731545,61.3707,-152.4044,3536,2273,25,1238,,483.36,0.71,,268851,36751.12
2020-08-14,Alaska,731545,61.3707,-152.4044,4073,2675,27,1371,,556.77,0.66,,295929,40452.6
2020-08-13,Alaska,731545,61.3707,-152.4044,3963,2576,27,1360,,541.73,0.68,,294053,40196.16
2020-08-12,Alaska,731545,61.3707,-152.4044,3879,2493,27,1359,,530.25,0.7,,292582,39995.08
2020-08-11,Alaska,731545,61.3707,-152.4044,3819,2449,26,1344,,522.05,0.68,,290744,39743.83
2020-08-18,Alaska,731545,61.3707,-152.4044,4371,2874,29,1468,,597.5,0.66,,310009,42377.3
2020-08-17,Alaska,731545,61.3707,-152.4044,4309,2849,28,1432,,589.03,0.65,,305648,41781.16
2020-08-16,Alaska,731545,61.3707,-152.4044,4259,2813,28,1418,,582.19,0.66,,301515,41216.19
2020-08-15,Alaska,731545,61.3707,-152.4044,4156,2744,28,1384,,568.11,0.67,,296677,40554.85
2020-08-22,Alaska,731545,61.3707,-152.4044,4677,2960,31,1686,,639.33,0.66,,326287,44602.45
2020-08-21,Alaska,731545,61.3707,-152.4044,4588,2957,30,1601,,627.17,0.65,,321535,43952.87
2020-08-20,Alaska,731545,61.3707,-152.4044,4520,2978,29,1513,,617.87,0.64,,312647,42737.9
2020-08-19,Alaska,731545,61.3707,-152.4044,4438,2908,29,1501,,606.66,0.65,,310849,42492.12
2020-08-26,Alaska,731545,61.3707,-152.4044,4895,2770,37,2088,,669.13,0.76,,334804,45766.7
2020-08-25,Alaska,731545,61.3707,-152.4044,4843,2840,36,1967,,662.02,0.74,,333831,45633.69
2020-08-24,Alaska,731545,61.3707,-152.4044,4810,2917,32,1861,,657.51,0.67,,330503,45178.77
2020-08-23,Alaska,731545,61.3707,-152.4044,4741,2964,32,1745,,648.08,0.67,,327440,44760.06
2020-08-30,Alaska,731545,61.3707,-152.4044,5226,2956,37,2233,,714.38,0.71,,346839,47411.85
2020-08-29,Alaska,731545,61.3707,-152.4044,5182,2944,37,2201,,708.36,0.71,,345695,47255.47
2020-08-28,Alaska,731545,61.3707,-152.4044,5092,2872,37,2183,,696.06,0.73,,339538,46413.82
2020-08-27,Alaska,731545,61.3707,-152.4044,4974,2828,37,2109,,679.93,0.74,,336220,45960.26
2020-08-31,Alaska,731545,61.3707,-152.4044,5263,2988,37,2238,,719.44,0.7,,348630,47656.67
2020-04-15,Arizona,7278717,33.7298,-111.4312,3964,3822,142,385,14.88,54.46,3.58,590,45310,622.5
2020-04-14,Arizona,7278717,33.7298,-111.4312,3809,3678,131,249,15.23,52.33,3.44,580,44096,605.82
2020-04-13,Arizona,7278717,33.7298,-111.4312,3705,3583,122,,14.17,50.9,3.29,525,43347,595.53
2020-04-12,Arizona,7278717,33.7298,-111.4312,3542,3427,115,,,48.66,3.25,,42109,578.52
2020-04-18,Arizona,7278717,33.7298,-111.4312,4724,4544,180,539,11.98,64.9,3.81,566,51045,701.29
2020-04-17,Arizona,7278717,33.7298,-111.4312,4511,4342,169,539,12.55,61.98,3.75,566,49230,676.36
2020-04-16,Arizona,7278717,33.7298,-111.4312,4237,4087,150,460,13.64,58.21,3.54,578,47398,651.19
2020-04-22,Arizona,7278717,33.7298,-111.4312,5473,5242,231,1265,12.13,75.19,4.22,664,56601,777.62
2020-04-21,Arizona,7278717,33.7298,-111.4312,5256,5048,208,1155,12.12,72.21,3.96,637,55152,757.72
2020-04-20,Arizona,7278717,33.7298,-111.4312,5068,4877,191,1155,12.57,69.63,3.77,637,54500,748.76
2020-04-19,Arizona,7278717,33.7298,-111.4312,4933,4749,184,994,12.79,67.77,3.73,631,52990,728.01
2020-04-26,Arizona,7278717,33.7298,-111.4312,6534,6259,275,1383,15.87,89.77,4.21,1037,64811,890.42
2020-04-25,Arizona,7278717,33.7298,-111.4312,6286,6013,273,1345,16.26,86.36,4.34,1022,62508,858.78
2020-04-24,Arizona,7278717,33.7298,-111.4312,6045,5779,266,1313,16.28,83.05,4.4,984,60714,834.13
2020-04-23,Arizona,7278717,33.7298,-111.4312,5772,5523,249,1282,12.11,79.3,4.31,699,58697,806.42
2020-04-30,Arizona,7278717,33.7298,-111.4312,7655,5836,320,1499,15.27,105.17,4.18,1169,71786,986.25
2020-04-29,Arizona,7278717,33.7298,-111.4312,7209,6901,308,1475,15.69,99.04,4.27,1131,68813,945.4
2020-04-28,Arizona,7278717,33.7298,-111.4312,6955,6680,275,1450,15.74,95.55,3.95,1095,67438,926.51
2020-04-27,Arizona,7278717,33.7298,-111.4312,6725,6450,275,1418,15.63,92.39,4.09,1051,66543,914.21
2020-05-04,Arizona,7278717,33.7298,-111.4312,8924,6930,362,1632,15.21,122.6,4.06,1357,85253,1171.26
2020-05-03,Arizona,7278717,33.7298,-111.4312,8640,6681,362,1597,15.6,118.7,4.19,1348,81119,1114.47
2020-05-02,Arizona,7278717,33.7298,-111.4312,8364,6469,330,1565,16.01,114.91,3.95,1339,77997,1071.58
2020-05-01,Arizona,7278717,33.7298,-111.4312,7969,6111,330,1528,15.1,109.48,4.14,1203,74879,1028.74
2020-05-08,Arizona,7278717,33.7298,-111.4312,10526,8262,517,1747,14.08,144.61,4.91,1482,119907,1647.36
2020-05-07,Arizona,7278717,33.7298,-111.4312,9945,7773,450,1722,14.57,136.63,4.52,1449,111086,1526.18
2020-05-06,Arizona,7278717,33.7298,-111.4312,9707,7588,426,1693,14.73,133.36,4.39,1430,91737,1260.35
2020-05-05,Arizona,7278717,33.7298,-111.4312,9305,7239,395,1671,15.01,127.84,4.25,1397,88260,1212.58
2020-05-12,Arizona,7278717,33.7298,-111.4312,11736,8265,562,2909,13.33,161.24,4.79,1564,122842,1687.69
2020-05-11,Arizona,7278717,33.7298,-111.4312,11383,7989,542,2852,13.5,156.39,4.76,1537,150241,2064.11
2020-05-10,Arizona,7278717,33.7298,-111.4312,11119,7808,536,2775,13.74,152.76,4.82,1528,137739,1892.35
2020-05-09,Arizona,7278717,33.7298,-111.4312,10960,7744,532,2684,13.81,150.58,4.85,1514,128940,1771.47
2020-05-16,Arizona,7278717,33.7298,-111.4312,13666,9630,679,3357,12.32,187.75,4.97,1683,146788,2016.67
2020-05-15,Arizona,7278717,33.7298,-111.4312,13169,9373,651,3145,12.37,180.92,4.94,1629,142001,1950.91
2020-05-14,Arizona,7278717,33.7298,-111.4312,12674,8976,624,3074,12.91,174.12,4.92,1636,134338,1845.63
2020-05-13,Arizona,7278717,33.7298,-111.4312,12216,8642,595,2979,13.02,167.83,4.87,1590,127750,1755.12
2020-05-20,Arizona,7278717,33.7298,-111.4312,14906,10386,747,3773,12.02,204.79,5.01,1792,165435,2272.86
2020-05-19,Arizona,7278717,33.7298,-111.4312,14576,10178,705,3693,11.98,200.26,4.84,1746,161571,2219.77
2020-05-18,Arizona,7278717,33.7298,-111.4312,14208,9951,687,3570,12.08,195.2,4.84,1717,156473,2149.73
2020-05-17,Arizona,7278717,33.7298,-111.4312,13945,9815,680,3450,12.18,191.59,4.88,1699,151761,2085
2020-05-24,Arizona,7278717,33.7298,-111.4312,16377,11444,801,4132,11.88,225,4.89,1945,183641,2522.99
2020-05-23,Arizona,7278717,33.7298,-111.4312,16053,11219,801,4033,12.02,220.55,4.99,1930,180439,2478.99
2020-05-22,Arizona,7278717,33.7298,-111.4312,15624,10900,775,3949,12.03,214.65,4.96,1879,176003,2418.05
2020-05-21,Arizona,7278717,33.7298,-111.4312,15348,10712,764,3872,11.92,210.86,4.98,1830,171627,2357.93
2020-05-28,Arizona,7278717,33.7298,-111.4312,17877,12565,860,4452,15.93,245.61,4.81,2848,202914,2787.77
2020-05-27,Arizona,7278717,33.7298,-111.4312,17318,12123,834,4361,11.73,237.93,4.82,2031,196266,2696.44
2020-05-26,Arizona,7278717,33.7298,-111.4312,16864,11757,810,4297,11.79,231.69,4.8,1988,190731,2620.39
2020-05-25,Arizona,7278717,33.7298,-111.4312,16575,11564,807,4204,11.83,227.72,4.87,1961,187782,2579.88
2020-06-01,Arizona,7278717,33.7298,-111.4312,20129,14342,918,4869,14.99,276.55,4.56,3018,228070,3133.38
2020-05-31,Arizona,7278717,33.7298,-111.4312,19936,14268,907,4761,15.04,273.89,4.55,2998,225206,3094.03
2020-05-30,Arizona,7278717,33.7298,-111.4312,19258,13697,904,4657,15.47,264.58,4.69,2980,217047,2981.94
2020-05-29,Arizona,7278717,33.7298,-111.4312,18472,13035,886,4551,15.76,253.78,4.8,2911,209813,2882.55
2020-06-05,Arizona,7278717,33.7298,-111.4312,24439,18126,1015,5298,13.36,335.76,4.15,3265,263865,3625.16
2020-06-04,Arizona,7278717,33.7298,-111.4312,22886,16715,999,5172,13.96,314.42,4.37,3195,249755,3431.31
2020-06-03,Arizona,7278717,33.7298,-111.4312,22356,16297,983,5076,14,307.14,4.4,3129,244525,3359.45
2020-06-02,Arizona,7278717,33.7298,-111.4312,21264,15354,943,4967,14.38,292.14,4.43,3057,237833,3267.51
2020-06-08,Arizona,7278717,33.7298,-111.4312,27678,20986,1053,5639,12.2,380.26,3.8,3377,288081,3957.85
2020-06-07,Arizona,7278717,33.7298,-111.4312,26989,20421,1051,5517,12.42,370.79,3.89,3352,281621,3869.1
2020-06-06,Arizona,7278717,33.7298,-111.4312,25451,19009,1043,5399,13.04,349.66,4.1,3320,271646,3732.06
2020-06-12,Arizona,7278717,33.7298,-111.4312,33039,25903,1156,5980,10.96,453.91,3.5,3622,311236,4275.97
2020-06-11,Arizona,7278717,33.7298,-111.4312,31267,24152,1135,5980,11.29,429.57,3.63,3531,309582,4253.25
2020-06-10,Arizona,7278717,33.7298,-111.4312,29852,22900,1101,5851,11.64,410.13,3.69,3476,299687,4117.31
2020-06-09,Arizona,7278717,33.7298,-111.4312,28296,21456,1076,5764,12.04,388.75,3.8,3406,293213,4028.36
2020-06-17,Arizona,7278717,33.7298,-111.4312,40937,32973,1249,6715,9.43,562.42,3.05,3861,366193,5031.01
2020-06-16,Arizona,7278717,33.7298,-111.4312,39185,31359,1228,6598,9.72,538.35,3.13,3808,354334,4868.08
2020-06-15,Arizona,7278717,33.7298,-111.4312,36844,29179,1203,6462,10.18,506.19,3.27,3750,345257,4743.38
2020-06-14,Arizona,7278717,33.7298,-111.4312,35706,28182,1191,6333,10.44,490.55,3.34,3726,338045,4644.29
2020-06-13,Arizona,7278717,33.7298,-111.4312,34660,27262,1189,6209,10.65,476.18,3.43,3692,328397,4511.74
2020-06-20,Arizona,7278717,33.7298,-111.4312,50127,41585,1346,7196,8.26,688.68,2.69,4140,405280,5568.01
2020-06-19,Arizona,7278717,33.7298,-111.4312,46910,38571,1321,7018,8.63,644.48,2.82,4049,392216,5388.53
2020-06-18,Arizona,7278717,33.7298,-111.4312,43445,35299,1283,6863,9.11,596.88,2.95,3956,379732,5217.02
2020-06-24,Arizona,7278717,33.7298,-111.4312,60190,50787,1467,7936,7.17,826.93,2.44,4313,449188,6171.25
2020-06-23,Arizona,7278717,33.7298,-111.4312,58378,49236,1396,7746,7.29,802.04,2.39,4255,440518,6052.14
2020-06-22,Arizona,7278717,33.7298,-111.4312,54599,45667,1351,7581,7.66,750.12,2.47,4185,429790,5904.75
2020-06-21,Arizona,7278717,33.7298,-111.4312,52591,43855,1349,7387,7.91,722.53,2.57,4161,419744,5766.73
2020-06-28,Arizona,7278717,33.7298,-111.4312,73920,63400,1594,8926,6.25,1015.56,2.16,4617,509896,7005.3
2020-06-27,Arizona,7278717,33.7298,-111.4312,70124,59885,1580,8659,6.55,963.41,2.25,4595,494747,6797.17
2020-06-26,Arizona,7278717,33.7298,-111.4312,66659,56734,1536,8389,6.77,915.81,2.3,4514,479823,6592.14
2020-06-25,Arizona,7278717,33.7298,-111.4312,63281,53647,1495,8139,6.96,869.4,2.36,4406,464196,6377.44
2020-07-02,Arizona,7278717,33.7298,-111.4312,87445,75544,1764,10137,5.62,1201.38,2.02,4916,560839,7705.19
2020-07-01,Arizona,7278717,33.7298,-111.4312,84105,72665,1725,9715,5.75,1155.49,2.05,4837,549596,7550.73
2020-06-30,Arizona,7278717,33.7298,-111.4312,79228,68172,1645,9411,5.98,1088.49,2.08,4736,532356,7313.87
2020-06-29,Arizona,7278717,33.7298,-111.4312,74545,63768,1598,9179,6.22,1024.15,2.14,4634,511423,7026.28
2020-07-06,Arizona,7278717,33.7298,-111.4312,101455,87790,1829,11836,5.11,1393.86,1.8,5188,617841,8488.32
2020-07-05,Arizona,7278717,33.7298,-111.4312,98103,84917,1825,11361,5.26,1347.81,1.86,5161,604362,8303.14
2020-07-04,Arizona,7278717,33.7298,-111.4312,94567,81847,1817,10903,5.36,1299.23,1.92,5068,589508,8099.06
2020-07-03,Arizona,7278717,33.7298,-111.4312,91872,79596,1798,10478,5.46,1262.2,1.96,5018,578381,7946.19
2020-07-09,Arizona,7278717,33.7298,-111.4312,112671,97292,2038,13341,4.9,1547.95,1.81,5526,653061,8972.2
2020-07-08,Arizona,7278717,33.7298,-111.4312,108614,93848,1963,12803,4.96,1492.21,1.81,5387,641070,8807.46
2020-07-07,Arizona,7278717,33.7298,-111.4312,105094,90907,1927,12260,5.02,1443.85,1.83,5272,628797,8638.84
2020-07-14,Arizona,7278717,33.7298,-111.4312,128097,110082,2337,15678,4.64,1759.88,1.82,5942,721943,9918.55
2020-07-13,Arizona,7278717,33.7298,-111.4312,123824,106324,2246,15254,4.72,1701.18,1.81,5839,702426,9650.41
2020-07-12,Arizona,7278717,33.7298,-111.4312,122467,105401,2237,14829,4.73,1682.54,1.83,5795,696172,9564.49
2020-07-11,Arizona,7278717,33.7298,-111.4312,119930,103385,2151,14394,4.79,1647.68,1.79,5750,683990,9397.12
2020-07-10,Arizona,7278717,33.7298,-111.4312,116892,100957,2082,13853,4.84,1605.94,1.78,5659,669211,9194.08
2020-07-18,Arizona,7278717,33.7298,-111.4312,141265,120874,2730,17661,4.65,1940.8,1.93,6567,771991,10606.14
2020-07-17,Arizona,7278717,33.7298,-111.4312,138523,118756,2583,17184,4.62,1903.12,1.86,6402,764968,10509.65
2020-07-16,Arizona,7278717,33.7298,-111.4312,134613,115437,2492,16684,4.68,1849.41,1.85,6296,749266,10293.93
2020-07-15,Arizona,7278717,33.7298,-111.4312,131354,112765,2434,16155,4.65,1804.63,1.85,6103,735962,10111.15
2020-07-22,Arizona,7278717,33.7298,-111.4312,150609,128342,2974,19293,4.68,2069.17,1.97,7047,813981,11183.03
2020-07-21,Arizona,7278717,33.7298,-111.4312,148683,126902,2918,18863,4.64,2042.71,1.96,6894,807666,11096.27
2020-07-20,Arizona,7278717,33.7298,-111.4312,145183,123881,2784,18518,4.61,1994.62,1.92,6698,793523,10901.96
2020-07-19,Arizona,7278717,33.7298,-111.4312,143624,122714,2761,18149,4.62,1973.2,1.92,6632,785979,10798.32
2020-07-26,Arizona,7278717,33.7298,-111.4312,162014,137731,3305,20978,4.76,2225.86,2.04,7706,867103,11912.85
2020-07-25,Arizona,7278717,33.7298,-111.4312,160041,136189,3286,20566,4.77,2198.75,2.05,7627,857609,11782.42
2020-07-24,Arizona,7278717,33.7298,-111.4312,156301,132987,3143,20171,4.77,2147.37,2.01,7461,836817,11496.77
2020-07-23,Arizona,7278717,33.7298,-111.4312,152944,130144,3063,19737,4.73,2101.25,2,7236,822713,11302.99
2020-07-30,Arizona,7278717,33.7298,-111.4312,170798,144814,3626,22358,6.54,2346.54,2.12,11172,903954,12419.14
2020-07-29,Arizona,7278717,33.7298,-111.4312,168273,142825,3454,21994,5.98,2311.85,2.05,10060,901429,12384.45
2020-07-28,Arizona,7278717,33.7298,-111.4312,165934,140900,3408,21626,5.66,2279.71,2.05,9394,890931,12240.22
2020-07-27,Arizona,7278717,33.7298,-111.4312,163827,139202,3304,21321,4.73,2250.77,2.02,7751,878333,12067.14
2020-08-02,Arizona,7278717,33.7298,-111.4312,178467,151289,3765,23413,6.37,2451.9,2.11,11371,956428,13140.06
2020-08-01,Arizona,7278717,33.7298,-111.4312,177002,150191,3747,23064,6.41,2431.77,2.12,11346,948650,13033.2
2020-07-31,Arizona,7278717,33.7298,-111.4312,174010,147602,3694,22714,6.47,2390.67,2.12,11260,933743,12828.4
2020-08-06,Arizona,7278717,33.7298,-111.4312,183656,155123,4002,24531,7.66,2523.19,2.18,14068,995864,13681.86
2020-08-05,Arizona,7278717,33.7298,-111.4312,182203,154049,3932,24222,7.44,2503.23,2.16,13559,985542,13540.05
2020-08-04,Arizona,7278717,33.7298,-111.4312,180505,152716,3845,23944,7.36,2479.9,2.13,13294,971244,13343.62
2020-08-03,Arizona,7278717,33.7298,-111.4312,179497,152016,3779,23702,6.35,2466.05,2.11,11400,964418,13249.84
2020-08-10,Arizona,7278717,33.7298,-111.4312,187523,157521,4154,25848,10.28,2576.32,2.22,19277,1028231,14126.54
2020-08-09,Arizona,7278717,33.7298,-111.4312,186923,157246,4150,25527,10.31,2568.08,2.22,19268,1022563,14048.67
2020-08-08,Arizona,7278717,33.7298,-111.4312,186107,156807,4137,25163,10.34,2556.87,2.22,19244,1016521,13965.66
2020-08-07,Arizona,7278717,33.7298,-111.4312,185053,156157,4081,24815,10.4,2542.38,2.21,19241,1004845,13805.25
2020-08-14,Arizona,7278717,33.7298,-111.4312,191721,160269,4423,27029,10.7,2633.99,2.31,20515,1067575,14667.08
2020-08-13,Arizona,7278717,33.7298,-111.4312,190794,159675,4383,26736,10.75,2621.26,2.3,20503,1058178,14537.97
2020-08-12,Arizona,7278717,33.7298,-111.4312,189443,158678,4347,26418,10.46,2602.7,2.29,19821,1044228,14346.32
2020-08-11,Arizona,7278717,33.7298,-111.4312,188737,158436,4199,26102,10.22,2593,2.22,19292,1037275,14250.79
2020-08-18,Arizona,7278717,33.7298,-111.4312,194920,162364,4529,28027,10.71,2677.94,2.32,20878,1103997,15167.47
2020-08-17,Arizona,7278717,33.7298,-111.4312,194005,161699,4506,27800,10.7,2665.37,2.32,20756,1098388,15090.41
2020-08-16,Arizona,7278717,33.7298,-111.4312,193537,161449,4506,27582,10.72,2658.94,2.33,20755,1091974,15002.29
2020-08-15,Arizona,7278717,33.7298,-111.4312,192654,160823,4492,27339,10.79,2646.81,2.33,20795,1077191,14799.19
2020-08-22,Arizona,7278717,33.7298,-111.4312,197895,164207,4756,28932,10.75,2718.82,2.4,21271,1144134,15718.9
2020-08-21,Arizona,7278717,33.7298,-111.4312,196899,163480,4688,28731,10.77,2705.13,2.38,21210,1127988,15497.07
2020-08-20,Arizona,7278717,33.7298,-111.4312,196280,163125,4684,28471,10.77,2696.63,2.39,21143,1118443,15365.94
2020-08-19,Arizona,7278717,33.7298,-111.4312,195557,162690,4634,28233,10.75,2686.7,2.37,21020,1111239,15266.96
2020-08-26,Arizona,7278717,33.7298,-111.4312,199459,164829,4896,29734,10.72,2740.3,2.45,21376,1166910,16031.81
2020-08-25,Arizona,7278717,33.7298,-111.4312,199273,164955,4792,29526,10.72,2737.75,2.4,21365,1162204,15967.15
2020-08-24,Arizona,7278717,33.7298,-111.4312,198414,164302,4771,29341,10.69,2725.95,2.4,21219,1157222,15898.71
2020-08-23,Arizona,7278717,33.7298,-111.4312,198103,164185,4771,29147,10.72,2721.67,2.41,21241,1150869,15811.43
2020-08-30,Arizona,7278717,33.7298,-111.4312,201661,166092,5030,30539,,2770.56,2.49,,1199441,16478.74
2020-08-29,Arizona,7278717,33.7298,-111.4312,201287,165949,5007,30331,,2765.42,2.49,,1192376,16381.68
2020-08-28,Arizona,7278717,33.7298,-111.4312,200658,165557,4978,30123,,2756.78,2.48,,1184077,16267.66
2020-08-27,Arizona,7278717,33.7298,-111.4312,200139,165271,4929,29939,10.71,2749.65,2.46,21426,1174928,16141.97
2020-08-31,Arizona,7278717,33.7298,-111.4312,201835,166124,5029,30682,,2772.95,2.49,,1204429,16547.27
2020-04-14,Arkansas,3017804,34.9697,-92.3731,1498,1466,32,427,8.68,57.86,2.14,130,21131,816.18
2020-04-13,Arkansas,3017804,34.9697,-92.3731,1410,1381,29,391,9.22,54.46,2.06,130,20804,803.55
2020-04-12,Arkansas,3017804,34.9697,-92.3731,1280,1253,27,367,10.16,49.44,2.11,130,19722,761.75
2020-04-18,Arkansas,3017804,34.9697,-92.3731,1744,1706,38,703,16.69,67.36,2.18,291,24141,932.44
2020-04-17,Arkansas,3017804,34.9697,-92.3731,1695,1658,37,593,4.9,65.47,2.18,83,23494,907.45
2020-04-16,Arkansas,3017804,34.9697,-92.3731,1620,1583,37,548,5.25,62.57,2.28,85,22675,875.81
2020-04-15,Arkansas,3017804,34.9697,-92.3731,1569,1536,33,489,8.29,60.6,2.1,130,21834,843.33
2020-04-22,Arkansas,3017804,34.9697,-92.3731,2276,2234,42,863,12.79,87.91,1.85,291,29713,1147.65
2020-04-21,Arkansas,3017804,34.9697,-92.3731,1990,1948,42,809,14.62,76.86,2.11,291,27441,1059.9
2020-04-20,Arkansas,3017804,34.9697,-92.3731,1973,1932,41,749,14.75,76.21,2.08,291,26553,1025.6
2020-04-19,Arkansas,3017804,34.9697,-92.3731,1781,1742,39,721,16.34,68.79,2.19,291,24209,935.06
2020-04-26,Arkansas,3017804,34.9697,-92.3731,3001,2950,51,985,9.7,115.91,1.7,291,39469,1524.47
2020-04-25,Arkansas,3017804,34.9697,-92.3731,2911,2863,48,964,10,112.44,1.65,291,38053,1469.78
2020-04-24,Arkansas,3017804,34.9697,-92.3731,2810,2763,47,929,10.36,108.53,1.67,291,35578,1374.18
2020-04-23,Arkansas,3017804,34.9697,-92.3731,2599,2554,45,902,11.2,100.39,1.73,291,31590,1220.15
2020-04-30,Arkansas,3017804,34.9697,-92.3731,3281,1915,61,1305,12.25,126.73,1.86,402,48379,1868.62
2020-04-29,Arkansas,3017804,34.9697,-92.3731,3193,3136,57,1249,12.18,123.33,1.79,389,45449,1755.45
2020-04-28,Arkansas,3017804,34.9697,-92.3731,3127,3070,57,1146,,120.78,1.82,,40671,1570.9
2020-04-27,Arkansas,3017804,34.9697,-92.3731,3069,3018,51,987,3.55,118.54,1.66,109,40457,1562.63
2020-05-04,Arkansas,3017804,34.9697,-92.3731,3491,1395,80,2016,12.55,134.84,2.29,438,54442,2102.8
2020-05-03,Arkansas,3017804,34.9697,-92.3731,3437,1362,76,1999,12.42,132.75,2.21,427,52890,2042.85
2020-05-02,Arkansas,3017804,34.9697,-92.3731,3372,1313,72,1987,12.28,130.24,2.14,414,51582,1992.33
2020-05-01,Arkansas,3017804,34.9697,-92.3731,3337,1300,64,1973,12.41,128.89,1.92,414,49676,1918.71
2020-05-08,Arkansas,3017804,34.9697,-92.3731,3747,1500,88,2159,12.44,144.73,2.35,466,63994,2471.74
2020-05-07,Arkansas,3017804,34.9697,-92.3731,3703,1493,87,2123,12.48,143.03,2.35,462,59995,2317.28
2020-05-06,Arkansas,3017804,34.9697,-92.3731,3611,1415,87,2109,12.55,139.47,2.41,453,59003,2278.96
2020-05-05,Arkansas,3017804,34.9697,-92.3731,3525,1401,83,2041,12.85,136.15,2.35,453,54635,2110.25
2020-05-12,Arkansas,3017804,34.9697,-92.3731,4164,849,95,3220,11.65,160.83,2.28,485,70444,2720.87
2020-05-11,Arkansas,3017804,34.9697,-92.3731,4043,800,94,3149,11.87,156.16,2.33,480,69030,2666.25
2020-05-10,Arkansas,3017804,34.9697,-92.3731,4012,953,91,2968,11.74,154.96,2.27,471,65528,2530.99
2020-05-09,Arkansas,3017804,34.9697,-92.3731,3747,691,88,2968,12.57,144.73,2.35,471,65528,2530.99
2020-05-16,Arkansas,3017804,34.9697,-92.3731,4578,1008,98,3472,11.36,151.7,2.14,520,81644,2705.41
